id name keystroke10 keystroke20 keystroke30 keystroke40 keystroke50 keystroke60 keystroke70 keystroke80 keystroke90 keystroke100 keystroke110 keystroke120 keystroke130 keystroke140 keystroke150 keystroke160 keystroke170 ouliers essay_sent essay_type
2468 GunControl 1 23 9 21 19 25 11 16 14 27 14 13 5 3 1 0 0 3 2 True
2469 GunControl 2 43 14 13 12 21 6 14 12 31 15 5 2 3 1 2 0 3 8 Fake
2470 GunControl 2 30 11 12 13 30 11 11 15 33 8 7 7 4 0 1 0 1 8 Fake
2471 GunControl 6 29 13 17 21 21 18 22 11 23 11 11 10 5 1 1 0 6 2 True
2472 GunControl 47 22 21 24 13 16 23 16 12 7 4 2 1 1 1 0 0 0 2 True
2473 GunControl 63 28 31 26 23 30 15 28 21 19 7 4 2 0 1 0 0 0 7 Fake
2474 GunControl 41 19 25 32 22 35 23 35 13 10 9 4 4 1 0 0 0 0 2 Fake
2475 GunControl 63 40 43 36 37 34 41 31 31 11 8 5 4 1 2 0 0 3 7 True
2476 GunControl 4 11 23 13 10 9 9 12 6 12 20 26 30 15 4 7 4 15 2 True
2477 GunControl 6 20 17 13 16 18 12 20 14 19 22 25 30 22 10 13 5 24 2 Fake
2478 GunControl 1 27 24 25 18 23 9 25 16 18 33 40 35 29 19 11 9 32 2 Fake
2479 GunControl 0 18 14 11 13 16 6 17 15 21 19 22 32 21 7 16 6 31 2 True
2480 GunControl 30 23 14 11 15 15 16 17 28 28 15 8 5 1 1 0 0 0 2 True
2481 GunControl 20 18 9 7 8 13 15 17 17 39 10 12 9 2 0 0 0 0 2 Fake
2482 GunControl 22 27 14 12 10 12 14 21 25 30 12 14 17 6 0 1 1 5 2 Fake
2483 GunControl 14 15 9 12 11 13 15 15 18 29 22 16 7 8 4 2 2 7 2 True
2484 GunControl 1 5 2 3 4 10 13 34 34 32 24 18 7 4 4 5 3 40 8 True
2485 GunControl 1 3 0 1 10 7 7 17 29 22 24 14 10 6 4 4 3 23 4 Fake
2486 GunControl 2 1 1 2 3 8 10 30 16 28 18 13 1 3 5 4 3 27 4 Fake
2487 GunControl 0 1 1 3 5 21 13 31 42 29 14 8 4 1 9 3 4 35 8 True
2488 GunControl 1 17 17 6 11 25 14 10 14 23 14 10 10 20 2 4 0 8 5 True
2489 GunControl 0 18 10 9 8 11 17 6 13 35 8 19 10 8 2 3 3 8 5 Fake
2490 GunControl 0 13 12 11 8 18 11 11 15 30 9 16 4 9 5 3 0 16 5 Fake
2491 GunControl 0 9 13 6 13 21 16 9 18 36 14 20 8 16 3 1 1 6 5 True
2492 GunControl 43 25 22 20 32 28 44 49 26 31 17 22 6 1 3 1 0 6 8 True
2493 GunControl 20 16 9 11 16 26 22 29 11 19 9 1 2 2 1 0 1 1 8 Fake
2494 GunControl 13 25 11 10 12 27 27 28 17 20 15 9 5 1 0 0 0 2 8 Fake
2495 GunControl 23 29 30 31 32 35 33 49 19 41 18 6 0 1 0 0 0 0 8 True
2496 GunControl 1 7 8 6 12 9 11 16 18 41 18 22 14 12 3 3 0 10 2 True
2497 GunControl 1 4 8 10 16 8 9 17 25 34 22 17 1 10 4 0 0 0 2 Fake
2498 GunControl 4 6 3 5 6 8 6 14 14 21 18 33 23 20 10 9 4 24 2 Fake
2499 GunControl 3 5 9 6 5 9 12 21 21 28 23 30 16 9 4 5 2 12 2 True
2500 GunControl 23 28 10 21 14 31 36 44 29 22 3 5 0 1 1 0 1 4 2 True
2501 GunControl 21 19 19 13 16 24 25 45 28 17 5 1 2 2 2 1 0 5 8 Fake
2502 GunControl 22 17 10 23 22 43 31 41 28 23 8 6 5 4 2 2 0 5 2 Fake
2503 GunControl 10 24 9 25 26 23 22 44 17 30 9 4 0 3 0 1 1 5 8 True
2504 GunControl 49 58 36 32 23 44 54 98 86 99 50 46 13 3 1 2 0 9 8 True
2505 GunControl 16 18 5 22 16 16 22 32 30 37 21 18 3 3 5 0 2 6 2 Fake
2506 GunControl 24 25 20 7 11 21 18 47 35 49 29 17 6 6 1 0 0 2 2 Fake
2507 GunControl 64 48 44 36 29 64 63 103 88 119 61 53 14 8 4 4 2 17 8 True
2508 GunControl 37 37 26 40 20 18 10 21 22 15 9 3 3 2 0 0 1 4 2 True
2509 GunControl 31 38 28 37 15 20 11 23 16 22 7 5 1 1 0 1 0 3 2 Fake
2510 GunControl 34 26 25 29 21 24 9 24 22 15 12 9 1 1 2 2 0 8 2 Fake
2511 GunControl 36 25 24 31 15 23 22 18 22 18 9 3 3 3 1 4 1 9 2 True
2512 GunControl 30 23 12 16 3 15 41 12 5 25 24 2 0 3 0 2 1 4 4 True
2513 GunControl 21 19 16 11 9 22 45 6 5 29 23 4 0 3 3 2 0 4 4 Fake
2514 GunControl 28 24 11 15 7 19 34 12 4 37 19 1 2 3 1 1 0 3 4 Fake
2515 GunControl 26 18 11 16 4 14 51 11 8 33 25 3 0 5 0 2 0 4 4 True
2516 GunControl 0 32 27 0 46 77 0 45 0 11 2 0 0 0 0 0 0 1 5 True
2517 GunControl 0 28 26 0 47 66 0 40 0 13 5 0 1 1 0 1 0 3 6 Fake
2518 GunControl 0 73 72 0 100 109 0 114 0 29 9 0 2 3 0 2 0 4 5 Fake
2519 GunControl 0 32 44 0 50 56 0 46 0 13 4 0 1 1 0 0 0 4 6 True
2520 GunControl 16 9 11 13 10 16 37 23 4 15 57 2 0 6 1 0 0 4 6 True
2521 GunControl 13 12 7 12 13 16 29 17 5 10 62 1 1 2 2 0 2 6 7 Fake
2522 GunControl 15 10 13 18 9 13 34 17 4 12 76 4 0 0 4 0 0 2 7 Fake
2523 GunControl 24 11 15 14 8 26 26 16 9 19 70 9 0 6 6 0 0 1 6 True
2524 GunControl 0 8 11 4 5 16 13 10 16 27 5 21 14 35 0 4 3 12 2 True
2525 GunControl 0 8 14 11 12 11 11 6 18 30 17 22 13 29 10 3 3 15 2 Fake
2526 GunControl 2 9 3 8 4 12 13 8 20 31 13 20 12 18 12 6 1 18 2 Fake
2527 GunControl 0 17 8 8 6 16 14 14 14 33 19 23 16 18 11 3 2 7 2 True
2528 GunControl 0 12 12 13 12 29 12 25 39 95 17 8 3 5 3 1 0 7 2 True
2529 GunControl 0 23 18 19 17 36 19 30 36 86 34 19 10 7 3 2 1 8 2 Fake
2530 GunControl 0 28 17 23 14 38 19 33 45 88 30 13 12 5 2 0 0 6 2 Fake
2531 GunControl 0 25 9 15 10 30 26 20 43 68 37 18 12 9 0 0 1 3 2 True
2532 GunControl 1 3 5 19 10 19 34 75 99 83 36 23 9 3 6 1 2 7 2 True
2533 GunControl 2 8 4 13 12 18 35 86 97 79 36 21 13 13 7 3 3 11 8 Fake
2534 GunControl 3 2 4 7 10 12 23 55 88 111 78 51 36 18 18 17 7 53 8 Fake
2535 GunControl 4 3 2 15 10 15 28 55 80 93 71 46 25 12 10 7 7 54 2 True
2536 GunControl 2 2 11 18 3 8 14 8 7 34 21 11 7 72 2 8 11 58 8 True
2537 GunControl 0 6 4 17 4 5 12 9 10 24 23 10 10 75 9 3 17 56 2 Fake
2538 GunControl 4 0 3 14 4 11 15 19 9 33 20 9 10 73 6 3 18 72 8 Fake
2539 GunControl 3 3 4 11 3 5 10 8 11 35 24 12 9 86 9 12 23 86 2 True
2540 GunControl 19 15 13 16 7 20 17 17 17 15 16 25 17 16 5 10 7 27 8 True
2541 GunControl 19 16 13 17 10 15 18 20 14 26 22 27 15 21 7 6 5 18 2 Fake
2542 GunControl 19 22 13 16 14 21 16 23 19 17 25 20 26 17 10 22 6 35 8 Fake
2543 GunControl 22 14 19 19 9 19 13 18 19 22 30 23 24 9 10 10 4 17 2 True
2544 GunControl 11 13 9 14 6 53 38 20 23 37 9 5 5 8 1 2 0 7 8 True
2545 GunControl 11 18 5 11 18 62 35 28 28 23 7 8 5 2 2 2 2 10 8 Fake
2546 GunControl 7 16 6 11 11 46 33 30 22 28 12 7 5 7 6 2 4 10 8 Fake
2547 GunControl 11 16 16 14 19 65 32 32 44 25 14 10 5 6 2 1 0 9 8 True
2548 GunControl 61 39 3 3 2 39 43 68 29 11 17 16 8 17 10 8 5 16 7 True
2549 GunControl 88 68 7 3 9 61 104 95 50 24 29 39 16 25 13 15 4 23 8 Fake
2550 GunControl 66 37 6 1 6 43 53 59 32 10 16 19 8 17 11 7 3 16 7 Fake
2551 GunControl 94 47 4 5 8 73 107 110 55 13 21 35 13 31 15 17 10 36 8 True
2552 GunControl 21 17 5 10 10 5 6 12 7 16 21 23 18 22 22 9 3 22 5 True
2553 GunControl 16 18 12 14 7 12 10 12 15 17 27 25 25 36 13 8 2 15 8 Fake
2554 GunControl 9 17 9 9 10 10 12 7 10 17 11 32 27 28 11 14 6 27 5 Fake
2555 GunControl 17 23 14 12 7 5 10 7 8 25 22 27 25 17 19 19 5 42 8 True
2556 GunControl 8 18 15 17 18 31 18 22 27 34 10 3 2 1 1 1 0 1 8 True
2557 GunControl 15 25 13 18 16 41 25 42 28 41 11 2 2 0 0 0 0 3 2 Fake
2558 GunControl 4 19 12 17 20 28 19 15 18 45 20 9 8 7 1 0 0 4 8 Fake
2559 GunControl 10 22 17 14 12 36 18 30 29 53 20 11 12 8 3 5 1 11 2 True
2560 GunControl 8 5 13 12 7 6 8 16 16 19 20 38 22 16 10 5 2 12 4 True
2561 GunControl 11 13 7 12 5 13 9 20 14 25 21 37 34 21 7 4 1 11 8 Fake
2562 GunControl 6 11 9 12 11 9 12 17 10 17 20 22 34 27 17 8 2 14 4 Fake
2563 GunControl 7 13 7 9 9 21 14 30 11 24 28 34 38 33 21 11 4 23 8 True
2564 GunControl 53 39 18 30 29 46 45 45 41 45 25 36 22 11 6 6 1 15 8 True
2565 GunControl 61 29 19 23 21 33 25 41 31 33 27 20 18 15 3 3 4 13 2 Fake
2566 GunControl 51 28 27 33 22 32 44 53 38 48 37 34 21 10 7 4 1 11 2 Fake
2567 GunControl 54 45 25 37 41 60 55 67 45 48 37 42 15 18 4 5 2 12 8 True
2568 GunControl 35 34 14 17 13 28 14 22 28 30 22 19 7 1 0 1 0 2 8 True
2569 GunControl 29 23 13 16 16 14 15 30 29 30 32 17 3 5 0 1 1 5 2 Fake
2570 GunControl 29 22 27 13 12 15 16 20 28 41 36 15 9 5 0 2 0 4 2 Fake
2571 GunControl 22 29 15 16 14 18 16 31 17 39 26 19 5 2 0 4 1 5 8 True
2572 GunControl 0 14 16 8 21 64 33 56 12 22 10 3 0 5 0 0 1 3 4 True
2573 GunControl 0 15 14 10 15 37 18 33 14 28 6 5 0 4 0 1 0 2 4 Fake
2574 GunControl 0 15 14 14 32 61 17 21 6 8 2 1 0 1 1 2 0 4 4 Fake
2575 GunControl 1 24 21 17 36 66 23 39 16 37 1 1 1 4 0 1 0 4 4 True
2576 GunControl 40 31 10 11 13 42 31 28 24 31 3 3 1 5 0 1 0 1 8 True
2577 GunControl 16 21 19 12 17 47 27 29 25 29 7 2 2 2 1 0 2 2 4 Fake
2578 GunControl 17 21 6 12 16 39 31 33 24 40 10 6 4 2 1 0 0 2 4 Fake
2579 GunControl 25 35 17 13 10 42 37 34 29 40 11 8 4 1 0 0 1 3 8 True
2580 GunControl 1 23 5 2 8 15 20 34 18 49 8 9 7 3 3 3 1 8 2 True
2581 GunControl 0 6 5 7 8 21 24 20 17 34 16 1 3 7 1 1 2 8 8 Fake
2582 GunControl 0 13 6 9 7 24 20 33 20 36 13 5 5 5 1 2 2 11 8 Fake
2583 GunControl 0 19 8 5 8 25 22 25 32 39 20 11 8 3 0 1 0 11 2 True
2584 GunControl 22 37 14 25 18 21 26 30 30 26 23 28 19 17 4 1 5 14 8 True
2585 GunControl 28 21 11 10 19 18 29 19 14 28 32 33 17 13 20 3 2 14 8 Fake
2586 GunControl 25 20 7 22 14 12 17 19 28 27 23 18 19 14 15 10 10 51 8 Fake
2587 GunControl 20 17 20 22 25 16 18 27 27 21 30 26 18 19 21 7 3 24 8 True
2588 GunControl 24 60 28 35 16 31 20 18 11 4 2 1 2 1 0 0 0 0 5 True
2589 GunControl 24 55 27 26 30 34 16 19 9 3 1 0 0 2 0 0 0 2 6 Fake
2590 GunControl 18 56 32 32 26 29 18 23 6 1 2 0 3 1 0 0 0 3 5 Fake
2591 GunControl 24 58 18 30 32 24 35 12 11 5 5 1 1 0 0 0 1 1 6 True
2592 GunControl 1 5 2 1 6 2 8 2 3 19 9 3 6 25 8 2 6 69 2 True
2593 GunControl 5 1 1 0 3 5 2 4 4 18 7 2 4 36 11 8 8 66 8 Fake
2594 GunControl 2 1 0 3 1 1 11 3 3 15 4 4 8 29 7 5 17 66 8 Fake
2595 GunControl 4 1 3 3 0 5 5 7 6 12 4 1 12 24 13 9 13 82 2 True
2596 GunControl 0 16 8 7 11 24 13 18 26 25 11 10 15 3 3 1 1 5 2 True
2597 GunControl 0 24 13 9 12 29 13 18 27 41 17 16 12 9 3 3 1 5 8 Fake
2598 GunControl 1 19 23 10 6 26 15 20 22 44 24 15 9 9 3 3 1 9 2 Fake
2599 GunControl 1 23 20 7 11 29 19 17 22 44 13 19 5 13 4 3 3 10 8 True
2600 GunControl 3 47 24 22 28 28 21 12 10 2 0 1 0 0 0 1 0 2 2 True
2601 GunControl 6 58 24 18 16 27 11 12 6 3 1 0 0 0 1 0 0 0 2 Fake
2602 GunControl 11 49 22 26 25 41 11 20 9 8 2 0 0 2 0 0 0 1 2 Fake
2603 GunControl 7 40 20 20 21 43 15 8 4 7 2 0 0 0 0 0 0 2 2 True
2604 GunControl 9 9 23 12 16 34 22 28 12 15 7 5 0 0 0 0 1 4 2 True
2605 GunControl 14 21 18 22 24 37 37 20 13 11 4 2 0 0 1 0 2 4 2 Fake
2606 GunControl 15 18 13 28 14 36 34 30 16 10 8 5 1 0 1 0 0 4 2 Fake
2607 GunControl 10 21 16 12 30 40 35 32 26 23 3 2 0 1 0 2 1 8 2 True
2608 GunControl 7 8 5 15 5 10 6 9 8 19 24 42 28 27 14 12 3 24 2 True
2609 GunControl 4 5 7 4 5 4 8 5 4 13 14 35 17 26 20 10 4 25 8 Fake
2610 GunControl 4 6 6 8 6 8 7 9 7 25 29 29 25 22 6 2 2 13 8 Fake
2611 GunControl 4 11 7 5 7 14 10 20 16 54 36 47 16 17 6 8 3 18 2 True
2612 GunControl 7 3 6 4 9 7 7 11 12 5 15 20 19 26 18 15 8 35 8 True
2613 GunControl 6 9 5 4 3 8 10 11 14 10 13 17 16 25 14 21 8 40 8 Fake
2614 GunControl 10 8 4 7 5 7 3 12 15 21 18 15 12 20 18 14 12 35 8 Fake
2615 GunControl 1 2 3 6 1 12 5 2 10 9 14 18 15 31 22 18 8 46 8 True
2616 GunControl 40 27 25 21 1 25 27 15 12 15 10 5 0 0 0 0 0 1 8 True
2617 GunControl 38 28 26 28 2 19 20 19 13 7 9 3 0 2 3 0 0 0 8 Fake
2618 GunControl 31 32 20 30 3 17 25 19 16 20 6 1 0 1 0 0 0 0 8 Fake
2619 GunControl 33 26 21 18 4 26 28 15 17 15 8 4 0 1 0 1 0 3 8 True
2620 GunControl 13 25 18 15 5 18 11 13 29 64 24 11 7 6 3 1 2 11 2 True
2621 GunControl 30 36 22 30 12 28 31 34 31 86 23 28 15 13 3 1 4 10 4 Fake
2622 GunControl 16 20 8 11 12 16 17 31 30 55 23 11 7 15 1 5 2 18 2 Fake
2623 GunControl 18 41 21 16 14 33 23 39 53 78 41 22 14 16 7 2 2 16 4 True
2624 GunControl 20 20 15 11 12 12 14 17 31 20 25 15 14 12 6 5 4 14 2 True
2625 GunControl 20 14 4 15 9 12 10 12 28 35 20 15 8 7 2 2 1 4 2 Fake
2626 GunControl 11 25 6 6 11 14 14 22 21 25 21 25 11 10 2 2 0 5 2 Fake
2627 GunControl 20 27 12 10 15 20 16 14 21 26 25 31 20 9 3 2 0 6 2 True
2628 GunControl 6 7 7 9 5 9 1 11 10 28 20 34 13 10 4 2 1 7 8 True
2629 GunControl 4 4 7 6 8 8 6 8 15 19 12 23 11 13 10 1 1 7 2 Fake
2630 GunControl 8 14 14 7 7 10 5 10 11 24 16 27 16 8 4 2 0 8 8 Fake
2631 GunControl 7 8 8 7 6 10 6 11 5 24 25 24 16 8 1 4 2 14 2 True
2632 GunControl 19 13 11 11 19 26 18 24 25 28 10 21 11 19 13 8 6 20 6 True
2633 GunControl 20 6 7 17 17 10 16 22 23 24 14 9 7 8 5 4 4 15 2 Fake
2634 GunControl 28 8 12 13 17 15 16 16 14 21 11 20 7 6 9 2 2 9 2 Fake
2635 GunControl 18 20 3 13 16 21 20 26 20 41 20 22 19 13 15 1 3 7 6 True
2636 GunControl 35 42 20 23 25 33 15 16 9 18 9 6 2 4 0 0 0 0 8 True
2637 GunControl 42 47 32 35 20 37 16 19 12 26 7 6 5 6 0 0 0 0 2 Fake
2638 GunControl 32 63 30 27 33 41 32 20 26 25 16 12 3 6 1 1 0 3 8 Fake
2639 GunControl 30 54 26 21 24 38 34 24 13 32 10 14 10 5 3 0 1 2 2 True
2640 GunControl 0 16 9 12 17 33 28 23 21 24 4 2 2 3 2 0 2 4 5 True
2641 GunControl 0 15 16 10 14 47 28 30 13 10 3 0 4 3 2 0 0 5 8 Fake
2642 GunControl 0 9 9 12 11 38 28 33 20 30 3 3 1 4 3 1 1 6 8 Fake
2643 GunControl 0 14 6 10 16 46 28 38 19 22 8 4 1 3 3 0 2 5 5 True
2644 GunControl 5 0 3 44 0 2 2 50 0 3 1 27 0 1 0 4 0 8 7 True
2645 GunControl 10 1 3 48 2 2 1 58 0 4 0 19 0 0 0 2 0 4 4 Fake
2646 GunControl 8 0 3 57 2 5 2 47 1 4 0 39 0 0 0 3 1 9 4 Fake
2647 GunControl 6 0 3 53 1 5 2 49 0 2 1 31 0 1 0 2 0 3 8 True
2648 GunControl 0 23 17 27 24 61 29 71 48 58 11 2 1 0 0 1 0 2 4 True
2649 GunControl 0 25 14 14 11 35 23 39 20 41 1 2 2 2 0 2 0 2 2 Fake
2650 GunControl 0 22 14 21 14 37 20 30 31 22 3 0 0 2 0 0 0 3 2 Fake
2651 GunControl 1 33 19 22 19 66 40 58 42 52 4 2 2 1 0 0 0 3 4 True
2652 GunControl 21 26 13 6 14 26 22 32 16 35 9 11 11 7 3 2 1 3 7 True
2653 GunControl 24 24 14 15 21 45 24 21 25 48 18 16 15 16 4 2 0 6 4 Fake
2654 GunControl 20 24 8 11 18 37 25 16 21 26 20 11 14 9 8 6 1 12 7 Fake
2655 GunControl 26 26 14 24 20 33 34 30 28 54 23 21 15 13 7 0 1 4 4 True
2656 GunControl 7 7 8 13 16 21 24 28 37 32 14 11 3 6 1 1 2 5 7 True
2657 GunControl 6 12 15 14 6 18 14 30 32 31 12 6 9 3 0 1 1 7 8 Fake
2658 GunControl 9 8 4 16 7 20 14 25 32 30 17 9 8 2 0 2 2 8 8 Fake
2659 GunControl 10 12 8 10 10 19 20 38 27 27 23 18 6 9 2 0 1 3 7 True
2660 GunControl 46 40 18 51 24 23 32 18 16 23 8 18 5 6 3 2 0 2 2 True
2661 GunControl 33 21 10 20 21 17 18 12 9 15 9 7 7 9 0 1 0 2 8 Fake
2662 GunControl 22 34 14 29 17 20 27 19 12 15 14 7 8 3 6 0 1 2 8 Fake
2663 GunControl 34 31 26 54 38 33 33 14 19 23 15 11 11 3 6 3 2 7 2 True
2664 GunControl 30 60 26 20 22 67 30 35 30 59 7 15 8 24 8 3 3 12 4 True
2665 GunControl 13 42 24 16 18 44 26 26 20 42 16 14 10 13 8 2 2 7 8 Fake
2666 GunControl 22 28 12 13 13 42 16 28 24 42 14 18 18 22 11 9 8 25 8 Fake
2667 GunControl 34 43 23 28 21 44 34 19 28 39 28 17 23 20 15 10 4 33 4 True
2668 GunControl 8 11 13 10 9 16 23 29 26 58 39 14 5 1 0 2 0 5 4 True
2669 GunControl 6 18 14 11 11 12 25 36 36 44 52 29 21 4 2 2 0 7 2 Fake
2670 GunControl 14 12 8 6 7 20 18 37 38 55 41 17 5 4 3 1 1 9 4 Fake
2671 GunControl 12 15 10 5 4 15 11 39 53 67 35 22 7 4 3 1 2 10 2 True
2672 GunControl 7 7 10 15 9 9 60 12 2 19 70 4 2 1 0 0 0 2 2 True
2673 GunControl 10 6 5 14 5 7 53 6 3 21 55 1 2 3 1 0 0 1 7 Fake
2674 GunControl 11 9 23 12 9 6 65 11 6 12 45 2 2 4 3 1 1 6 7 Fake
2675 GunControl 10 8 10 15 10 11 84 9 11 14 52 2 1 3 2 1 2 12 2 True
2676 GunControl 1 25 18 20 26 81 60 42 37 18 3 5 0 1 1 0 0 1 5 True
2677 GunControl 2 15 11 13 15 48 33 22 19 11 4 0 2 2 0 0 0 0 4 Fake
2678 GunControl 4 22 10 14 12 48 36 23 14 10 2 4 4 2 1 0 1 3 4 Fake
2679 GunControl 3 25 24 21 26 95 86 33 24 17 4 4 2 0 1 0 0 4 5 True
2680 GunControl 4 9 11 14 16 26 20 34 24 22 9 8 3 0 0 0 0 4 4 True
2681 GunControl 5 6 17 28 14 31 9 25 33 29 13 0 1 2 0 1 2 5 4 Fake
2682 GunControl 4 7 11 15 13 28 18 34 21 30 8 7 3 1 2 2 1 6 4 Fake
2683 GunControl 6 6 7 21 18 23 19 30 33 21 14 7 5 2 2 1 0 1 4 True
2684 GunControl 22 17 12 16 14 22 28 35 34 38 35 22 7 6 0 1 0 3 2 True
2685 GunControl 24 20 7 18 18 19 20 38 26 28 26 15 6 5 2 0 2 4 4 Fake
2686 GunControl 26 24 20 14 15 29 20 39 37 40 49 31 27 19 6 12 3 25 2 Fake
2687 GunControl 24 21 13 13 6 17 15 32 30 41 29 33 17 15 4 2 1 6 4 True
2688 GunControl 31 24 26 27 18 23 18 23 22 24 20 14 7 3 2 0 0 0 8 True
2689 GunControl 31 38 20 27 18 19 15 19 20 16 15 12 10 0 1 1 0 2 2 Fake
2690 GunControl 28 19 9 18 15 21 13 26 23 17 19 20 8 8 3 3 0 9 2 Fake
2691 GunControl 42 29 12 25 22 16 17 29 30 42 34 33 24 13 10 5 1 12 8 True
2692 GunControl 20 18 13 10 8 10 12 24 17 28 15 12 8 1 0 1 0 3 2 True
2693 GunControl 10 17 14 9 4 11 17 32 26 20 10 11 2 1 2 1 0 1 2 Fake
2694 GunControl 16 12 7 7 6 20 18 25 20 23 13 8 2 5 0 2 3 6 2 Fake
2695 GunControl 11 13 16 9 7 13 15 29 23 18 15 12 7 9 2 1 2 5 2 True
2696 GunControl 39 8 13 14 12 19 41 32 5 11 25 6 2 1 1 2 1 7 2 True
2697 GunControl 39 15 7 11 12 18 30 32 1 10 31 2 1 0 2 2 0 7 8 Fake
2698 GunControl 34 11 9 12 8 27 30 31 2 8 25 6 1 3 6 1 2 5 8 Fake
2699 GunControl 60 10 16 20 5 28 31 43 4 18 34 3 2 3 5 1 2 8 2 True
2700 GunControl 4 5 4 5 12 23 32 38 35 13 6 9 9 21 7 7 9 35 8 True
2701 GunControl 1 2 1 3 4 16 28 41 25 9 6 8 6 9 10 12 7 40 2 Fake
2702 GunControl 2 2 1 3 3 18 40 46 20 10 4 9 9 9 8 11 5 38 2 Fake
2703 GunControl 8 4 6 8 12 22 45 56 25 9 4 11 6 14 10 13 5 45 8 True
2704 GunControl 7 9 12 4 12 13 9 7 7 30 19 19 22 30 11 6 9 27 8 True
2705 GunControl 8 12 7 6 3 8 8 7 9 34 21 16 7 23 5 8 5 24 2 Fake
2706 GunControl 11 15 9 4 1 8 9 9 6 30 18 16 23 27 8 3 0 8 2 Fake
2707 GunControl 3 19 7 8 8 9 8 4 11 35 18 18 18 39 11 5 5 18 8 True
2708 GunControl 0 8 4 8 8 40 30 29 19 17 3 5 6 11 7 2 0 11 2 True
2709 GunControl 0 5 10 4 9 40 21 30 17 20 6 6 6 8 3 1 1 10 2 Fake
2710 GunControl 0 7 7 6 14 51 31 31 28 31 14 9 9 8 5 11 2 27 2 Fake
2711 GunControl 0 9 8 8 8 38 46 31 25 35 12 7 5 7 3 0 3 17 2 True
2712 GunControl 0 16 19 22 12 28 20 20 16 18 7 5 1 1 0 0 0 3 2 True
2713 GunControl 1 25 29 38 23 39 36 34 23 19 9 3 3 6 0 1 0 4 2 Fake
2714 GunControl 2 16 29 23 20 37 15 25 15 27 6 4 4 3 3 1 1 8 2 Fake
2715 GunControl 1 23 21 35 19 52 32 25 20 40 3 8 6 14 1 2 1 7 2 True
2716 GunControl 23 19 15 28 12 15 14 20 16 17 11 9 5 8 5 6 1 24 8 True
2717 GunControl 33 17 8 23 15 8 12 9 10 13 9 4 7 11 3 3 3 20 5 Fake
2718 GunControl 40 23 6 35 29 13 21 13 11 21 11 6 6 6 9 4 6 33 8 Fake
2719 GunControl 23 20 9 32 19 10 14 9 11 7 7 6 4 5 4 7 2 31 5 True
2720 GunControl 0 31 40 0 15 18 0 27 15 0 18 1 0 1 0 1 0 1 4 True
2721 GunControl 3 21 36 2 9 31 5 34 6 1 20 3 0 4 0 0 1 1 2 Fake
2722 GunControl 6 23 36 3 16 25 6 32 9 5 19 1 0 4 0 3 0 4 2 Fake
2723 GunControl 0 27 36 0 18 23 1 23 12 0 31 3 0 7 0 7 1 10 4 True
2724 GunControl 11 19 13 22 4 5 59 5 2 39 62 1 1 35 3 0 1 10 2 True
2725 GunControl 17 9 12 29 3 3 36 5 4 28 76 2 0 21 7 0 0 1 2 Fake
2726 GunControl 11 12 10 20 4 2 53 7 0 48 85 4 0 35 4 1 0 5 2 Fake
2727 GunControl 16 16 19 30 5 4 92 7 3 88 124 4 1 52 10 3 1 15 2 True
2728 GunControl 15 10 12 25 26 22 32 29 10 19 16 14 13 8 5 0 0 0 2 True
2729 GunControl 15 7 13 12 11 17 18 26 17 19 16 10 9 5 1 1 1 2 8 Fake
2730 GunControl 7 10 8 20 15 18 13 26 25 21 16 22 8 8 6 0 0 3 8 Fake
2731 GunControl 20 12 9 22 19 29 20 33 29 25 14 20 10 5 3 2 1 6 2 True
2732 GunControl 2 8 8 10 15 43 22 23 17 27 5 5 1 2 0 0 0 0 4 True
2733 GunControl 0 8 5 6 11 41 29 27 28 32 9 4 3 3 1 0 0 1 2 Fake
2734 GunControl 1 10 11 9 10 31 33 27 30 36 8 7 4 4 0 1 2 3 4 Fake
2735 GunControl 0 9 20 15 20 59 29 44 41 55 16 15 6 9 1 1 2 6 2 True
2736 GunControl 0 9 16 0 16 30 0 36 0 58 40 0 14 12 0 2 0 13 2 True
2737 GunControl 0 11 14 0 10 17 0 33 0 36 35 0 15 4 0 5 0 15 7 Fake
2738 GunControl 0 27 23 0 16 20 0 45 0 45 22 0 9 0 0 3 0 4 7 Fake
2739 GunControl 0 31 26 0 25 30 0 43 0 57 30 0 7 2 0 0 0 7 2 True
2740 GunControl 18 10 8 15 12 17 18 28 20 20 12 12 6 5 1 0 1 2 2 True
2741 GunControl 10 20 9 6 18 13 21 24 17 22 14 10 4 0 2 1 0 3 5 Fake
2742 GunControl 17 12 10 17 7 21 18 31 27 28 13 12 9 3 1 0 0 3 2 Fake
2743 GunControl 14 12 10 12 14 32 29 31 21 16 13 10 0 1 1 2 0 3 5 True
2744 GunControl 33 27 26 37 41 50 25 13 5 5 3 1 1 0 0 0 0 1 2 True
2745 GunControl 22 26 13 35 38 37 22 11 6 5 1 1 0 0 0 1 0 2 4 Fake
2746 GunControl 17 15 13 35 32 43 27 16 6 6 1 1 0 0 1 2 0 2 5 Fake
2747 GunControl 27 32 24 40 39 60 36 30 9 5 3 3 0 1 1 0 0 3 2 True
2748 GunControl 7 45 18 10 23 48 39 32 51 68 38 22 10 12 1 2 3 12 2 True
2749 GunControl 8 15 11 13 12 30 17 31 29 43 20 12 8 9 2 0 1 7 2 Fake
2750 GunControl 11 22 21 16 13 36 26 30 38 40 32 15 11 3 0 3 1 14 2 Fake
